Locus,Total_Depth,Average_Depth_sample,Depth_for_17
chr4:88537288,0,0.00,0
chr4:88537289,0,0.00,0
chr4:88537290,0,0.00,0
chr4:88537291,0,0.00,0
chr4:88537292,0,0.00,0
chr4:88537293,0,0.00,0
chr4:88537294,0,0.00,0
chr4:88537295,0,0.00,0
chr4:88537296,0,0.00,0
chr4:88537297,0,0.00,0
chr4:88537298,0,0.00,0
chr4:88537299,0,0.00,0
chr4:88537300,0,0.00,0
chr4:88537301,0,0.00,0
chr4:88537302,0,0.00,0
chr4:88537303,0,0.00,0
chr4:88537304,0,0.00,0
chr4:88537305,0,0.00,0
chr4:88537306,0,0.00,0
chr4:88537307,0,0.00,0
chr4:88537308,0,0.00,0
chr4:88537309,0,0.00,0
chr4:88537310,0,0.00,0
chr4:88537311,0,0.00,0
chr4:88537312,0,0.00,0
chr4:88537313,0,0.00,0
chr4:88537314,0,0.00,0
chr4:88537315,0,0.00,0
chr4:88537316,0,0.00,0
chr4:88537317,0,0.00,0
chr4:88537318,0,0.00,0
chr4:88537319,0,0.00,0
chr4:88537320,0,0.00,0
chr4:88537321,0,0.00,0
chr4:88537322,0,0.00,0
chr4:88537323,0,0.00,0
chr4:88537324,0,0.00,0
chr4:88537325,0,0.00,0
chr4:88537326,0,0.00,0
chr4:88537327,0,0.00,0
chr4:88537328,0,0.00,0
chr4:88537329,0,0.00,0
chr4:88537330,0,0.00,0
chr4:88537331,0,0.00,0
chr4:88537332,0,0.00,0
chr4:88537333,0,0.00,0
chr4:88537334,0,0.00,0
chr4:88537335,0,0.00,0
chr4:88537336,0,0.00,0
chr4:88537337,0,0.00,0
chr4:88537338,0,0.00,0
chr4:88537339,0,0.00,0
chr4:88537340,0,0.00,0
chr4:88537341,0,0.00,0
chr4:88537342,0,0.00,0
chr4:88537343,0,0.00,0
chr4:88537344,0,0.00,0
chr4:88537345,0,0.00,0
chr4:88537346,0,0.00,0
chr4:88537347,0,0.00,0
chr4:88537348,0,0.00,0
chr4:88537349,0,0.00,0
chr4:88537350,0,0.00,0
chr4:88537351,0,0.00,0
chr4:88537352,0,0.00,0
chr4:88537353,0,0.00,0
chr4:88537354,0,0.00,0
chr4:88537355,0,0.00,0
chr4:88537356,0,0.00,0
chr4:88537357,0,0.00,0
chr4:88537358,0,0.00,0
chr4:88537359,0,0.00,0
chr4:88537360,0,0.00,0
chr4:88537361,0,0.00,0
chr4:88537362,0,0.00,0
chr4:88537363,0,0.00,0
chr4:88537364,0,0.00,0
chr4:88537365,0,0.00,0
chr4:88537366,0,0.00,0
chr4:88537367,0,0.00,0
chr4:88537368,0,0.00,0
chr4:88537369,0,0.00,0
chr4:88537370,0,0.00,0
chr4:88537371,0,0.00,0
chr4:88537372,0,0.00,0
chr4:88537373,0,0.00,0
chr4:88537374,0,0.00,0
chr4:88537375,0,0.00,0
chr4:88537376,0,0.00,0
chr4:88537377,0,0.00,0
chr4:88537378,0,0.00,0
chr4:88537379,0,0.00,0
chr4:88537380,0,0.00,0
chr4:88537381,0,0.00,0
chr4:88537382,0,0.00,0
chr4:88537383,0,0.00,0
chr4:88537384,0,0.00,0
chr4:88537385,0,0.00,0
chr4:88537386,0,0.00,0
chr4:88537387,0,0.00,0
chr4:88537388,0,0.00,0
chr4:88537389,0,0.00,0
chr4:88537390,0,0.00,0
chr4:88537391,0,0.00,0
chr4:88537392,0,0.00,0
chr4:88537393,0,0.00,0
chr4:88537394,0,0.00,0
chr4:88537395,0,0.00,0
chr4:88537396,0,0.00,0
chr4:88537397,0,0.00,0
chr4:88537398,0,0.00,0
chr4:88537399,0,0.00,0
chr4:88537400,0,0.00,0
chr4:88537401,0,0.00,0
chr4:88537402,0,0.00,0
chr4:88537403,0,0.00,0
chr4:88537404,0,0.00,0
chr4:88537405,0,0.00,0
chr4:88537406,0,0.00,0
chr4:88537407,0,0.00,0
chr4:88537408,0,0.00,0
chr4:88537409,0,0.00,0
chr4:88537410,0,0.00,0
chr4:88537411,0,0.00,0
chr4:88537412,0,0.00,0
chr4:88537413,0,0.00,0
chr4:88537414,0,0.00,0
chr4:88537415,0,0.00,0
chr4:88537416,0,0.00,0
chr4:88537417,0,0.00,0
chr4:88537418,0,0.00,0
chr4:88537419,0,0.00,0
chr4:88537420,0,0.00,0
chr4:88537421,0,0.00,0
chr4:88537422,0,0.00,0
chr4:88537423,0,0.00,0
chr4:88537424,0,0.00,0
chr4:88537425,0,0.00,0
chr4:88537426,0,0.00,0
chr4:88537427,0,0.00,0
chr4:88537428,0,0.00,0
chr4:88537429,0,0.00,0
chr4:88537430,0,0.00,0
chr4:88537431,0,0.00,0
chr4:88537432,0,0.00,0
chr4:88537433,0,0.00,0
chr4:88537434,0,0.00,0
chr4:88537435,0,0.00,0
chr4:88537436,0,0.00,0
chr4:88537437,0,0.00,0
chr4:88537438,0,0.00,0
chr4:88537439,0,0.00,0
chr4:88537440,0,0.00,0
chr4:88537441,0,0.00,0
chr4:88537442,0,0.00,0
chr4:88537443,0,0.00,0
chr4:88537444,0,0.00,0
chr4:88537445,0,0.00,0
chr4:88537446,0,0.00,0
chr4:88537447,0,0.00,0
chr4:88537448,0,0.00,0
chr4:88537449,0,0.00,0
chr4:88537450,0,0.00,0
chr4:88537451,0,0.00,0
chr4:88537452,0,0.00,0
chr4:88537453,0,0.00,0
chr4:88537454,0,0.00,0
chr4:88537455,0,0.00,0
chr4:88537456,0,0.00,0
chr4:88537457,0,0.00,0
chr4:88537458,0,0.00,0
chr4:88537459,0,0.00,0
chr4:88537460,0,0.00,0
chr4:88537461,0,0.00,0
chr4:88537462,0,0.00,0
chr4:88537463,0,0.00,0
chr4:88537464,0,0.00,0
chr4:88537465,0,0.00,0
chr4:88537466,0,0.00,0
chr4:88537467,0,0.00,0
chr4:88537468,0,0.00,0
chr4:88537469,0,0.00,0
chr4:88537470,0,0.00,0
chr4:88537471,0,0.00,0
chr4:88537472,0,0.00,0
chr4:88537473,0,0.00,0
chr4:88537474,0,0.00,0
chr4:88537475,0,0.00,0
chr4:88537476,0,0.00,0
chr4:88537477,0,0.00,0
chr4:88537478,0,0.00,0
chr4:88537479,0,0.00,0
chr4:88537480,0,0.00,0
chr4:88537481,0,0.00,0
chr4:88537482,0,0.00,0
chr4:88537483,0,0.00,0
chr4:88537484,0,0.00,0
chr4:88537485,0,0.00,0
chr4:88537486,0,0.00,0
chr4:88537487,0,0.00,0
chr4:88537488,0,0.00,0
chr4:88537489,0,0.00,0
chr4:88537490,0,0.00,0
chr4:88537491,0,0.00,0
chr4:88537492,0,0.00,0
chr4:88537493,0,0.00,0
chr4:88537494,0,0.00,0
chr4:88537495,0,0.00,0
chr4:88537496,0,0.00,0
chr4:88537497,0,0.00,0
chr4:88537498,0,0.00,0
chr4:88537499,0,0.00,0
chr4:88537500,0,0.00,0
chr4:88537501,0,0.00,0
chr4:88537502,0,0.00,0
chr4:88537503,0,0.00,0
chr4:88537504,0,0.00,0
chr4:88537505,0,0.00,0
chr4:88537506,0,0.00,0
chr4:88537507,0,0.00,0
chr4:88537508,0,0.00,0
chr4:88537509,0,0.00,0
chr4:88537510,0,0.00,0
chr4:88537511,0,0.00,0
chr4:88537512,0,0.00,0
chr4:88537513,0,0.00,0
chr4:88537514,0,0.00,0
chr4:88537515,0,0.00,0
chr4:88537516,0,0.00,0
chr4:88537517,0,0.00,0
chr4:88537518,0,0.00,0
chr4:88537519,0,0.00,0
chr4:88537520,0,0.00,0
chr4:88537521,0,0.00,0
chr4:88537522,0,0.00,0
chr4:88537523,0,0.00,0
chr4:88537524,0,0.00,0
chr4:88537525,0,0.00,0
chr4:88537526,0,0.00,0
chr4:88537527,0,0.00,0
chr4:88537528,0,0.00,0
chr4:88537529,0,0.00,0
chr4:88537530,0,0.00,0
chr4:88537531,0,0.00,0
chr4:88537532,0,0.00,0
chr4:88537533,0,0.00,0
chr4:88537534,0,0.00,0
chr4:88537535,0,0.00,0
chr4:88537536,0,0.00,0
chr4:88537537,0,0.00,0
chr4:88537538,0,0.00,0
chr4:88537539,0,0.00,0
chr4:88537540,0,0.00,0
chr4:88537541,0,0.00,0
chr4:88537542,0,0.00,0
chr4:88537543,0,0.00,0
chr4:88537544,0,0.00,0
chr4:88537545,0,0.00,0
chr4:88537546,0,0.00,0
chr4:88537547,0,0.00,0
chr4:88537548,0,0.00,0
chr4:88537549,0,0.00,0
chr4:88537550,0,0.00,0
chr4:88537551,0,0.00,0
chr4:88537552,0,0.00,0
chr4:88537553,0,0.00,0
chr4:88537554,0,0.00,0
chr4:88537555,0,0.00,0
chr4:88537556,0,0.00,0
chr4:88537557,0,0.00,0
chr4:88537558,0,0.00,0
chr4:88537559,0,0.00,0
chr4:88537560,0,0.00,0
chr4:88537561,0,0.00,0
chr4:88537562,0,0.00,0
chr4:88537563,0,0.00,0
chr4:88537564,0,0.00,0
chr4:88537565,0,0.00,0
chr4:88537566,0,0.00,0
chr4:88537567,0,0.00,0
chr4:88537568,0,0.00,0
chr4:88537569,0,0.00,0
chr4:88537570,0,0.00,0
chr4:88537571,0,0.00,0
chr4:88537572,0,0.00,0
chr4:88537573,0,0.00,0
chr4:88537574,0,0.00,0
chr4:88537575,0,0.00,0
chr4:88537576,0,0.00,0
chr4:88537577,0,0.00,0
chr4:88537578,0,0.00,0
chr4:88537579,0,0.00,0
chr4:88537580,0,0.00,0
chr4:88537581,0,0.00,0
chr4:88537582,0,0.00,0
chr4:88537583,0,0.00,0
chr4:88537584,0,0.00,0
chr4:88537585,0,0.00,0
chr4:88537586,0,0.00,0
chr4:88537587,0,0.00,0
chr4:88537588,0,0.00,0
chr4:88537589,0,0.00,0
chr4:88537590,0,0.00,0
chr4:88537591,0,0.00,0
chr4:88537592,0,0.00,0
chr4:88537593,0,0.00,0
chr4:88537594,0,0.00,0
chr4:88537595,0,0.00,0
chr4:88537596,0,0.00,0
chr4:88537597,0,0.00,0
chr4:88537598,0,0.00,0
chr4:88537599,0,0.00,0
chr4:88537600,0,0.00,0
chr4:88537601,0,0.00,0
chr4:88537602,0,0.00,0
chr4:88537603,0,0.00,0
chr4:88537604,0,0.00,0
chr4:88537605,0,0.00,0
chr4:88537606,0,0.00,0
chr4:88537607,0,0.00,0
chr4:88537608,0,0.00,0
chr4:88537609,0,0.00,0
chr4:88537610,0,0.00,0
chr4:88537611,0,0.00,0
chr4:88537612,0,0.00,0
chr4:88537613,0,0.00,0
chr4:88537614,0,0.00,0
chr4:88537615,0,0.00,0
chr4:88537616,0,0.00,0
chr4:88537617,0,0.00,0
chr4:88537618,0,0.00,0
chr4:88537619,0,0.00,0
chr4:88537620,0,0.00,0
chr4:88537621,0,0.00,0
chr4:88537622,0,0.00,0
chr4:88537623,0,0.00,0
chr4:88537624,0,0.00,0
chr4:88537625,0,0.00,0
chr4:88537626,0,0.00,0
chr4:88537627,0,0.00,0
chr4:88537628,0,0.00,0
chr4:88537629,0,0.00,0
chr4:88537630,0,0.00,0
chr4:88537631,0,0.00,0
chr4:88537632,0,0.00,0
chr4:88537633,0,0.00,0
chr4:88537634,0,0.00,0
chr4:88537635,0,0.00,0
chr4:88537636,0,0.00,0
chr4:88537637,0,0.00,0
chr4:88537638,0,0.00,0
chr4:88537639,0,0.00,0
chr4:88537640,0,0.00,0
chr4:88537641,0,0.00,0
chr4:88537642,0,0.00,0
chr4:88537643,0,0.00,0
chr4:88537644,0,0.00,0
chr4:88537645,0,0.00,0
chr4:88537646,0,0.00,0
chr4:88537647,0,0.00,0
chr4:88537648,0,0.00,0
chr4:88537649,0,0.00,0
chr4:88537650,0,0.00,0
chr4:88537651,0,0.00,0
chr4:88537652,0,0.00,0
chr4:88537653,0,0.00,0
chr4:88537654,0,0.00,0
chr4:88537655,0,0.00,0
chr4:88537656,0,0.00,0
chr4:88537657,0,0.00,0
chr4:88537658,0,0.00,0
chr4:88537659,0,0.00,0
chr4:88537660,0,0.00,0
chr4:88537661,0,0.00,0
chr4:88537662,0,0.00,0
chr4:88537663,0,0.00,0
chr4:88537664,0,0.00,0
chr4:88537665,0,0.00,0
chr4:88537666,0,0.00,0
chr4:88537667,0,0.00,0
chr4:88537668,0,0.00,0
chr4:88537669,0,0.00,0
chr4:88537670,0,0.00,0
chr4:88537671,0,0.00,0
chr4:88537672,0,0.00,0
chr4:88537673,0,0.00,0
chr4:88537674,0,0.00,0
chr4:88537675,0,0.00,0
chr4:88537676,0,0.00,0
chr4:88537677,0,0.00,0
chr4:88537678,0,0.00,0
chr4:88537679,0,0.00,0
chr4:88537680,0,0.00,0
chr4:88537681,0,0.00,0
chr4:88537682,0,0.00,0
chr4:88537683,0,0.00,0
chr4:88537684,0,0.00,0
chr4:88537685,0,0.00,0
chr4:88537686,0,0.00,0
chr4:88537687,0,0.00,0
chr4:88537688,0,0.00,0
chr4:88537689,0,0.00,0
chr4:88537690,0,0.00,0
chr4:88537691,0,0.00,0
chr4:88537692,0,0.00,0
chr4:88537693,0,0.00,0
chr4:88537694,0,0.00,0
chr4:88537695,0,0.00,0
chr4:88537696,0,0.00,0
chr4:88537697,0,0.00,0
chr4:88537698,0,0.00,0
chr4:88537699,0,0.00,0
chr5:68715587,0,0.00,0
chr5:68715588,0,0.00,0
chr5:68715589,0,0.00,0
chr5:68715590,0,0.00,0
chr5:68715591,0,0.00,0
chr5:68715592,0,0.00,0
chr5:68715593,0,0.00,0
chr5:68715594,0,0.00,0
chr5:68715595,0,0.00,0
chr5:68715596,0,0.00,0
chr5:68728399,0,0.00,0
chr5:68728400,0,0.00,0
chr5:68728401,0,0.00,0
chr5:68728402,0,0.00,0
chr5:68728403,0,0.00,0
chr5:68728404,0,0.00,0
chr5:68728405,0,0.00,0
chr5:68728406,0,0.00,0
chr5:68728407,0,0.00,0
chr5:68737476,0,0.00,0
chr5:68737477,0,0.00,0
chr5:68737478,0,0.00,0
chr5:68737479,0,0.00,0
chr5:68737480,0,0.00,0
chr5:68737481,0,0.00,0
chr5:68737482,0,0.00,0
chr5:68737483,0,0.00,0
chr5:68737484,0,0.00,0
chr5:68737485,0,0.00,0
chr5:89923083,0,0.00,0
chr5:89923084,0,0.00,0
chr5:89923085,0,0.00,0
chr5:89923086,0,0.00,0
chr5:89923087,0,0.00,0
chr5:89923088,0,0.00,0
chr5:89923089,0,0.00,0
chr5:89923090,0,0.00,0
chr5:89923091,0,0.00,0
chr5:89923092,0,0.00,0
chr5:89923093,0,0.00,0
chr5:89923094,0,0.00,0
chr5:89923095,0,0.00,0
chr5:89923096,0,0.00,0
chr5:89923097,0,0.00,0
chr5:89923098,0,0.00,0
chr5:89923099,0,0.00,0
chr5:89923100,0,0.00,0
chr5:89923101,0,0.00,0
chr5:89923102,0,0.00,0
chr5:89923103,0,0.00,0
chr5:89923104,0,0.00,0
chr5:89923105,0,0.00,0
chr5:89923106,0,0.00,0
chr5:89923107,0,0.00,0
chr5:89923108,0,0.00,0
chr5:89923109,0,0.00,0
chr5:89923110,0,0.00,0
chr5:89923111,0,0.00,0
chr5:89923112,0,0.00,0
chr5:89923113,0,0.00,0
chr5:89923114,0,0.00,0
chr5:89923115,0,0.00,0
chr5:89923116,0,0.00,0
chr5:89923117,0,0.00,0
chr5:89923118,0,0.00,0
chr5:89923119,0,0.00,0
chr5:89923120,0,0.00,0
chr5:89923121,0,0.00,0
chr5:89923122,0,0.00,0
chr5:89923123,0,0.00,0
chr5:89923124,0,0.00,0
chr5:89923125,0,0.00,0
chr5:89923126,0,0.00,0
chr5:89923127,0,0.00,0
chr5:89923128,0,0.00,0
chr5:89923129,0,0.00,0
chr5:89953969,0,0.00,0
chr5:89953970,0,0.00,0
chr5:89953971,0,0.00,0
chr5:89953972,0,0.00,0
chr5:89953973,0,0.00,0
chr5:89953974,0,0.00,0
chr5:89953975,0,0.00,0
chr5:89953976,0,0.00,0
chr5:89953977,0,0.00,0
chr5:89953978,0,0.00,0
chr5:89953979,0,0.00,0
chr5:89953980,0,0.00,0
chr5:89953981,0,0.00,0
chr5:89953982,0,0.00,0
chr5:89953983,0,0.00,0
chr5:89953984,0,0.00,0
chr5:89953985,0,0.00,0
chr5:89953986,0,0.00,0
chr5:89953987,0,0.00,0
chr5:89953988,0,0.00,0
chr5:89953989,0,0.00,0
chr5:89953990,0,0.00,0
chr5:89953991,0,0.00,0
chr5:89953992,0,0.00,0
chr5:89953993,0,0.00,0
chr5:89953994,0,0.00,0
chr5:89953995,0,0.00,0
chr5:89953996,0,0.00,0
chr5:89953997,0,0.00,0
chr5:89953998,0,0.00,0
chr5:89953999,0,0.00,0
chr5:89954000,0,0.00,0
chr5:90021038,0,0.00,0
chr5:90021039,0,0.00,0
chr5:90021040,0,0.00,0
chr5:90021041,0,0.00,0
chr5:90021042,0,0.00,0
chr5:90021043,0,0.00,0
chr5:90021044,0,0.00,0
chr5:90021045,0,0.00,0
chr5:90021046,0,0.00,0
chr5:90021047,0,0.00,0
chr5:90021048,0,0.00,0
chr5:90021049,0,0.00,0
chr5:90021050,0,0.00,0
chr5:90021051,0,0.00,0
chr5:90021052,0,0.00,0
chr5:90021053,0,0.00,0
chr5:90021054,0,0.00,0
chr5:90021055,0,0.00,0
chr5:90021056,0,0.00,0
chr5:90021057,0,0.00,0
chr5:90021058,0,0.00,0
chr5:90021059,0,0.00,0
chr5:90021060,0,0.00,0
chr5:90021061,0,0.00,0
chr5:90021062,0,0.00,0
chr5:90021063,0,0.00,0
chr5:90021064,0,0.00,0
chr5:90021065,0,0.00,0
chr5:90021066,0,0.00,0
chr5:90021067,0,0.00,0
chr5:90021068,0,0.00,0
chr5:90021069,0,0.00,0
chr5:90052963,0,0.00,0
chr5:90052964,0,0.00,0
chr5:90052965,0,0.00,0
chr5:90052966,0,0.00,0
chr5:90077365,0,0.00,0
chr5:90077366,0,0.00,0
chr5:90077367,0,0.00,0
chr5:90077368,0,0.00,0
chr5:90077369,0,0.00,0
chr5:90077370,0,0.00,0
chr5:90077371,0,0.00,0
chr5:90077372,0,0.00,0
chr5:90077373,0,0.00,0
chr5:90077374,0,0.00,0
chr5:90077375,0,0.00,0
chr5:90077376,0,0.00,0
chr5:90077377,0,0.00,0
chr5:90077378,0,0.00,0
chr5:90077379,0,0.00,0
chr5:90077380,0,0.00,0
chr5:90077381,0,0.00,0
chr5:90077382,0,0.00,0
chr5:90077383,0,0.00,0
chr5:90077384,0,0.00,0
chr5:90077385,0,0.00,0
chr5:90077386,0,0.00,0
chr5:90077387,0,0.00,0
chr5:90077388,0,0.00,0
chr5:90077389,0,0.00,0
chr5:90077390,0,0.00,0
chr5:90077391,0,0.00,0
chr5:90077392,0,0.00,0
chr5:90077393,0,0.00,0
chr5:90077394,0,0.00,0
chr5:90077395,0,0.00,0
chr5:90077396,0,0.00,0
chr5:90077397,0,0.00,0
chr5:90077398,0,0.00,0
chr5:90077399,0,0.00,0
chr5:90077400,0,0.00,0
chr5:90077401,0,0.00,0
chr5:90077402,0,0.00,0
chr5:90077403,0,0.00,0
chr5:90077404,0,0.00,0
chr5:90077405,0,0.00,0
chr5:90077406,0,0.00,0
chr5:90077407,0,0.00,0
chr5:90077408,0,0.00,0
chr5:90077409,0,0.00,0
chr5:90077410,0,0.00,0
chr5:90077411,0,0.00,0
chr5:90077412,0,0.00,0
chr5:90077413,0,0.00,0
chr5:90077414,0,0.00,0
chr5:90077415,0,0.00,0
chr5:140953135,0,0.00,0
chr5:140953136,0,0.00,0
chr5:140953137,0,0.00,0
chr5:140953138,0,0.00,0
chr5:140953139,0,0.00,0
chr5:140953140,0,0.00,0
chr5:140953141,0,0.00,0
chr5:140953142,0,0.00,0
chr5:140953143,0,0.00,0
chr5:140953144,0,0.00,0
chr5:140953145,0,0.00,0
chr5:140953146,0,0.00,0
chr5:140953293,0,0.00,0
chr5:140953294,0,0.00,0
chr5:140953295,0,0.00,0
chr5:140953296,0,0.00,0
chr5:140953297,0,0.00,0
chr5:140953298,0,0.00,0
chr5:140953299,0,0.00,0
chr5:140953300,0,0.00,0
chr5:140953301,0,0.00,0
chr5:140953302,0,0.00,0
chr5:140953303,0,0.00,0
chr5:140953304,0,0.00,0
chr5:140953305,0,0.00,0
chr5:140953306,0,0.00,0
chr5:140953307,0,0.00,0
chr5:140953308,0,0.00,0
chr5:140953309,0,0.00,0
chr5:140953310,0,0.00,0
chr5:140953311,0,0.00,0
chr5:140953312,0,0.00,0
chr5:140953313,0,0.00,0
chr5:140953314,0,0.00,0
chr5:140953315,0,0.00,0
chr5:140953316,0,0.00,0
chr5:140953317,0,0.00,0
chr5:140953318,0,0.00,0
chr5:140953319,0,0.00,0
chr5:140953320,0,0.00,0
chr5:140953321,0,0.00,0
chr5:140966732,0,0.00,0
chr5:140966733,0,0.00,0
chr5:140966734,0,0.00,0
chr5:140966735,0,0.00,0
chr5:140966736,0,0.00,0
chr5:140998402,0,0.00,0
chr5:140998403,0,0.00,0
chr5:140998404,0,0.00,0
chr5:140998405,0,0.00,0
chr5:140998406,0,0.00,0
chr5:140998407,0,0.00,0
chr5:140998408,0,0.00,0
chr5:140998409,0,0.00,0
chr5:140998410,0,0.00,0
chr5:140998411,0,0.00,0
chr6:33133552,0,0.00,0
chr6:33133553,0,0.00,0
chr6:33133554,0,0.00,0
chr6:33133555,0,0.00,0
chr6:33133556,0,0.00,0
chr6:33133557,0,0.00,0
chr6:33133558,0,0.00,0
chr6:33133559,0,0.00,0
chr6:33133560,0,0.00,0
chr6:33133561,0,0.00,0
chr6:33133562,0,0.00,0
chr6:33133563,0,0.00,0
chr6:33133564,0,0.00,0
chr6:33133565,0,0.00,0
chr6:33133566,0,0.00,0
chr6:33133567,0,0.00,0
chr6:33133568,0,0.00,0
chr6:33133569,0,0.00,0
chr6:33133570,0,0.00,0
chr6:33133571,0,0.00,0
chr6:33133572,0,0.00,0
chr6:33133573,0,0.00,0
chr6:33133574,0,0.00,0
chr6:33133575,0,0.00,0
chr6:33133576,0,0.00,0
chr6:33133577,0,0.00,0
chr6:33133578,0,0.00,0
chr6:33133579,0,0.00,0
chr6:33133580,0,0.00,0
chr6:33133581,0,0.00,0
chr6:33133582,0,0.00,0
chr6:33133583,0,0.00,0
chr6:33133584,0,0.00,0
chr6:33133585,0,0.00,0
chr6:33133586,0,0.00,0
chr6:33133587,0,0.00,0
chr6:33133588,0,0.00,0
chr6:33133589,0,0.00,0
chr6:33133590,0,0.00,0
chr6:33133591,0,0.00,0
chr6:33133592,0,0.00,0
chr6:33133593,0,0.00,0
chr6:33133594,0,0.00,0
chr6:33133595,0,0.00,0
chr6:33133596,0,0.00,0
chr6:33133597,0,0.00,0
chr6:33133598,0,0.00,0
chr6:33133599,0,0.00,0
chr6:33133600,0,0.00,0
chr6:33133729,0,0.00,0
chr6:33133730,0,0.00,0
chr6:33133731,0,0.00,0
chr6:33133732,0,0.00,0
chr6:33133733,0,0.00,0
chr6:33133734,0,0.00,0
chr6:33133735,0,0.00,0
chr6:33133736,0,0.00,0
chr6:33133737,0,0.00,0
chr6:33133738,0,0.00,0
chr6:33133739,0,0.00,0
chr6:33133740,0,0.00,0
chr6:33133741,0,0.00,0
chr6:33133742,0,0.00,0
chr6:33133743,0,0.00,0
chr6:33133744,0,0.00,0
chr6:33133745,0,0.00,0
chr6:33133746,0,0.00,0
chr6:33133747,0,0.00,0
chr6:33135194,0,0.00,0
chr6:33135195,0,0.00,0
chr6:33135196,0,0.00,0
chr6:33135197,0,0.00,0
chr6:33135198,0,0.00,0
chr6:33135199,0,0.00,0
chr6:33135200,0,0.00,0
chr6:33135201,0,0.00,0
chr6:33135202,0,0.00,0
chr6:33135203,0,0.00,0
chr6:33135204,0,0.00,0
chr6:33135205,0,0.00,0
chr6:33135206,0,0.00,0
chr6:33135207,0,0.00,0
chr6:33135208,0,0.00,0
chr6:33135209,0,0.00,0
chr6:33135210,0,0.00,0
chr6:33135211,0,0.00,0
chr6:33135212,0,0.00,0
chr6:33135213,0,0.00,0
chr6:33135214,0,0.00,0
chr6:33135215,0,0.00,0
chr6:33135216,0,0.00,0
chr6:33135217,0,0.00,0
chr6:33135218,0,0.00,0
chr6:33135219,0,0.00,0
chr6:33135220,0,0.00,0
chr6:33135221,0,0.00,0
chr6:33135222,0,0.00,0
chr6:33135223,0,0.00,0
chr6:33135224,0,0.00,0
chr6:33135225,0,0.00,0
chr6:33135226,0,0.00,0
chr6:33135227,0,0.00,0
chr6:33135228,0,0.00,0
chr6:33135229,0,0.00,0
chr6:33135230,0,0.00,0
chr6:33136276,0,0.00,0
chr6:33136277,0,0.00,0
chr6:33136278,0,0.00,0
chr6:33136279,0,0.00,0
chr6:33136280,0,0.00,0
chr6:33136281,0,0.00,0
chr6:33136282,0,0.00,0
chr6:33136283,0,0.00,0
chr6:33136284,0,0.00,0
chr6:33136285,0,0.00,0
chr6:33136286,0,0.00,0
chr6:33136287,0,0.00,0
chr6:33136288,0,0.00,0
chr6:33136289,0,0.00,0
chr6:33136290,0,0.00,0
chr6:33136291,0,0.00,0
chr6:33136292,0,0.00,0
chr6:33136293,0,0.00,0
chr6:33136294,0,0.00,0
chr6:33136295,0,0.00,0
chr6:33136296,0,0.00,0
chr6:33136297,0,0.00,0
chr6:33136298,0,0.00,0
chr6:33136299,0,0.00,0
chr6:33136300,0,0.00,0
chr6:33136301,0,0.00,0
chr6:33136302,0,0.00,0
chr6:33136303,0,0.00,0
chr6:33136304,0,0.00,0
chr6:33136305,0,0.00,0
chr6:33136306,0,0.00,0
chr6:33136307,0,0.00,0
chr6:33136308,0,0.00,0
chr6:33136309,0,0.00,0
chr6:33136310,0,0.00,0
chr6:33136311,0,0.00,0
chr6:33136312,0,0.00,0
chr6:33136313,0,0.00,0
chr6:33136314,0,0.00,0
chr6:33136315,0,0.00,0
chr6:33136316,0,0.00,0
chr6:33136317,0,0.00,0
chr6:33136318,0,0.00,0
chr6:33136319,0,0.00,0
chr6:33136320,0,0.00,0
chr6:33136321,0,0.00,0
chr6:33136322,0,0.00,0
chr6:33136323,0,0.00,0
chr6:33136324,0,0.00,0
chr6:33136325,0,0.00,0
chr6:33136326,0,0.00,0
chr6:33136327,0,0.00,0
chr6:33136328,0,0.00,0
chr6:33136329,0,0.00,0
chr6:33136330,0,0.00,0
chr6:33136331,0,0.00,0
chr6:33136332,0,0.00,0
chr6:33136333,0,0.00,0
chr6:33136334,0,0.00,0
chr6:33136335,0,0.00,0
chr6:33136336,0,0.00,0
chr6:33136337,0,0.00,0
chr6:33136338,0,0.00,0
chr6:33136339,0,0.00,0
chr6:33136340,0,0.00,0
chr6:33136341,0,0.00,0
chr6:33136342,0,0.00,0
chr6:33136343,0,0.00,0
chr6:33136344,0,0.00,0
chr6:33136345,0,0.00,0
chr6:33136346,0,0.00,0
chr6:33136347,0,0.00,0
chr6:33136348,0,0.00,0
chr6:33136349,0,0.00,0
chr6:33136350,0,0.00,0
chr6:33136351,0,0.00,0
chr6:33136352,0,0.00,0
chr6:33136353,0,0.00,0
chr6:33136354,0,0.00,0
chr6:33136355,0,0.00,0
chr6:33136356,0,0.00,0
chr6:33136357,0,0.00,0
chr6:33136358,0,0.00,0
chr6:33136359,0,0.00,0
chr6:33136360,0,0.00,0
chr6:33136361,0,0.00,0
chr6:33136362,0,0.00,0
chr6:33136363,0,0.00,0
chr6:33136364,0,0.00,0
chr6:33136365,0,0.00,0
chr6:33136366,0,0.00,0
chr6:33136367,0,0.00,0
chr6:33136368,0,0.00,0
chr6:33136369,0,0.00,0
chr6:33136712,0,0.00,0
chr6:33136713,0,0.00,0
chr6:33136714,0,0.00,0
chr6:33136715,0,0.00,0
chr6:33136716,0,0.00,0
chr6:33136717,0,0.00,0
chr6:33136718,0,0.00,0
chr6:33136719,0,0.00,0
chr6:33136720,0,0.00,0
chr6:33137272,0,0.00,0
chr6:33137273,0,0.00,0
